clean_text,category
muslim and reforms day and night sorrow and joy black and white stupid and genius try the luck before islamic republic india,-1
modi should lead this country,0
dear please read all 490 tweets and understand complete matter daughter mukesh ambani posting vulgarity orders modi ,1
simply means sumanth uncle seeing lot ppl with modi ’ tshirts you are doctor but would still prescribe you gelusil bottle per day,0
when maulvis imams madrasas mosques and padres reverends various churches chapels are spewing venom modi think can choose ignore this,0
seems fan modihe ready equip the chowkidar according modi does chowkidari with these equipment will look better than sis security agency workers,1
"sir think the biggest achievement the government that they have transformed the infrastructure india upside down people shud vote again modi leap the higher level
now not sky but stratosphere will the limit ",1
nirav modi funded bjp’ poll campaign says shiv sena ,0
modi will form govt,0
pls print photo chowkidaar public toilets also and name them modi mutralaya claims that under modi lots toilets have been constructed ,0
vote kar narendra modi appeals everyone during tweetstorm via namo app  ,0
entire opposition trying malign image one person this the proof how strong modi and how faithful towards nation ,1
congress leaders mallikarjuna kharge suresh abused singular manner leader shivalinge gowda asks people throw stones modi this party culture siddu ,0
“today every patriot should have only one motive stop the modi government from coming back power again any cost arvind kejriwal said book launch ,0
the only business flourish under are businesses embezzlement via ,0
would you able what modiji done you are capable encourage rahul misbehave criticize modi spoiling his career advise rahul join modiji you congress wants real vikas this message from janta janardanor ready suffer duffer should understand ,1
"hve traversed the same beaten track even over the yrs
let try new one",1
the structure our society was being damaged extensively and you going gaga over modi that time,0
"there difference
pakistani state dont support such crime but your narindra modi state support lynching beating and hate crime specially with muslim
indias society now 2019 living pre stone age thats why they kill beat human being for cow animal",-1
india prime ministerchowkidar has become synonymous with patriotism modi tells lakh security guards ,0
modi also live for few years only like you not god like you without modi also india will move with 130 crores brothers and sisters,-1
ghuma phira kay baat kijiye simple said india needs human being not modi thats ,0
now air india boarding pass with pictures narendra modi causes stir ,0
